TIME,PDCSAP_FLUX
3158.181816665252,15276.525
3158.2022489433584,15291.222
3158.2226813205343,15274.744
3158.2431137977037,15282.601
3158.2635460739475,15278.659
3158.283978549727,15286.882
3158.304410925033,15281.846
3158.3248433003464,15286.086
3158.3452756747283,
3158.3657080486373,15286.024
3158.3861404216223,15281.21
3158.406572794607,15288.13
3158.427005167119,15287.682
3158.447437539173,15282.742
3158.467869910295,15286.831
3158.488302,15280.64
3158.508734651601,15275.977
3158.529167021792,15278.253
3158.5495993910445,15265.88
3158.5700316598377,15272.572
3158.590464128167,
3158.610896496022,15283.237
3158.6313287634184,15292.65
3158.6517612303505,15282.092
3158.672193596809,15277.901
3158.692626062344,15279.963
3158.7130583278777,15284.139
3158.733490692939,15283.948
3158.753923157077,15279.805
3158.774355421214,15267.303
3158.7947877844126,15282.448
3158.815220247154,15273.088
3158.8356526094285,
3158.8560848712295,15285.766
3158.8765173325737,15270.43
3158.8969496934515,15276.17
3158.9173819538555,15273.658
3158.9378144138027,15276.34
3158.9582467732835,15270.945
3158.9786790322905,15284.747
3158.999111490375,15278.059
3159.019543848459,15265.815
3159.0399761056033,15271.754
3159.0604085627565,15274.708
3159.0808409189776,
3159.101273174725,15305.826
3159.1217056300156,15275.786
3159.1421379848325,15282.617
3159.162570339191,15278.54
3159.183002693084,15299.3545
3159.203435046511,15273.615
3159.2238673994652,15274.717
3159.244299751961,15275.276
3159.264732103984,15273.319
3159.285164455083,15278.895
3159.3055968061817,15279.617
3159.3260291563493,
3159.3464615065095,15297.505
3159.3668938557457,15288.986
3159.387326204509,15278.673
3159.4077586532803,15272.886
3159.428190901119,15274.272
3159.4486232484924,15269.841
3159.4690556953938,15275.056
3159.4894879418353,15274.985
3159.5099202878046,15280.273
3159.5303527333162,15279.875
3159.550784977895,15273.264
3159.571217422468,
3159.591649766582,15278.945
3159.612082009764,15285.292
3159.632514,15277.194
3159.6529467951914,15277.854
3159.6733791374427,15280.221
3159.6938114787554,15276.695
3159.7142438196097,15274.276
3159.7346761599983,15267.393
3159.7551085003797,15266.378
3159.775540839837,15268.407
3159.7959731788287,15262.706
3159.816405617348,
3159.836837855408,15271.9795
3159.857270192537,15271.67
3159.8777026296593,15274.966
3159.898134866322,15273.26
3159.9185672025196,15276.419
3159.9389995377787,15274.111
3159.959431873045,15273.068
3159.9798641073794,15269.787
3160.000296541708,15268.251
3160.0207288751117,15285.274
3160.0411612080497,15275.31
3160.0615935409805,
3160.0820258729873,15289.253
3160.102458304529,15279.8545
3160.1228905355965,15293.233
3160.1433228662063,15283.832
3160.163755296351,15278.198
3160.1841875260216,15280.859
3160.2046198552343,15281.219
3160.2250522835166,15275.328
3160.2454846117907,15274.968
3160.265916839606,15273.003
3160.2863492669567,15281.776
3160.306781593368,
3160.3272138197863,
3160.3476462452745,15294.921
3160.3680785707547,15286.955
3160.388511,15281.316
3160.4089432194014,15305.78
3160.4293755434846,15290.71
3160.449807766643,15291.351
3160.4702401893373,15282.635
3160.490672511558,15287.407
3160.511105,15297.927
3160.5315371546167,15284.174
3160.5519694754403,15286.558
3160.5724017958055,15284.91
3160.592834115705,15286.543
3160.6132664351317,15271.8955
3160.6336987536342,15204.142
3160.654131072137,15009.666
3160.6745633901664,
3160.694995807273,
3160.7154280243776,
3160.7358603405446,
3160.7562927567196,
3160.776724971962,
3160.7971572871975,
3160.81759,15291.662
3160.838021915355,15284.852
3160.8584542291937,15297.019
3160.878886642109,15292.086
3160.8993188545574,15291.979
3160.9197511665334,15290.829
3160.940183578052,15287.83
3160.960615789103,15294.129
3160.981048099682,15274.759
3161.0014805098035,15279.507
3161.0219127194578,15284.677
3161.042345,
3161.0627774368986,15297.477
3161.0832097451494,15292.152
3161.103641952941,15279.835
3161.1240743602684,15286.229
3161.144506666664,15283.432
3161.1649390730527,15282.622
3161.185371278516,15282.06
3161.2058035839727,15284.281
3161.2262359885062,15278.52
3161.246668193038,15285.062
3161.2671004966323,15295.435
3161.287532899769,15293.161
3161.307965102904,15277.282
3161.328397405101,15278.887
3161.3488298068405,15284.1045
3161.369262008113,15286.996
3161.389694308913,15280.838
3161.4101266097205,15279.728
3161.4305589095966,15275.316
3161.4509912089998,15279.836
3161.4714235079446,15274.103
3161.4918558064237,15275.265
3161.5122881039642,15269.582
3161.532720501513,
3161.553152698594,15284.199
3161.5735849952034,15287.258
3161.594017391355,15290.574
3161.6144495870394,15303.457
3161.634881881786,15277.005
3161.6553142765406,15277.438
3161.6757464703624,15291.291
3161.6961788641784,15274.14
3161.716611157535,15286.405
3161.737043,15283.226
3161.757475742379,15288.354
3161.7779080338732,15275.536
3161.7983402253667,15276.265
3161.818772615923,15281.716
3161.8392049060203,15276.899
3161.859637096117,15277.24
3161.880069485276,15273.128
3161.9005017739764,15285.102
3161.920934062211,15270.112
3161.9413663504383,15272.538
3161.9617986377416,15273.585
3161.982230924579,15278.622
3162.0026633109446,15264.227
3162.023095,
3162.0435277822908,15287.555
3162.063960167259,15276.552
3162.0843923517677,15264.276
3162.1048246358114,15271.739
3162.125257019383,15274.007
3162.1456892024944,15273.812
3162.166121485141,15276.24
3162.1865537673148,15281.134
3162.206986,15280.417
3162.2274182298133,15277.53
3162.247850610591,15272.387
3162.268282890909,
3162.2887152707553,
3162.309147449676,15275.312
3162.3295797285973,15267.373
3162.3500121070538,15275.335
3162.370444384571,15271.664
3162.3908765620945,15282.5205
3162.4113089391467,15274.801
3162.431741215274,15266.256
3162.4521733914007,15271.426
3162.4726057665976,15280.044
3162.4930380417863,15268.57
3162.5134702160503,15269.235
3162.5339025903086,15274.1455
3162.554334863642,15270.765
3162.574767036509,15273.328
3162.5951994093775,15259.877
3162.6156316813067,15255.375
3162.6360638532424,15269.2705
3162.656496224241,15273.519
3162.6769284947804,15253.374
3162.6973606648535,15267.509
3162.717793034928,15267.481
3162.7382253040632,15260.204
3162.758658,
3162.779089840944,15259.527
3162.799522109155,15259.798
3162.819954376435,15302.919
3162.8403867432426,15266.612
3162.8608189095903,15268.916
3162.881251175473,15270.67
3162.901683440883,15259.026
3162.9221157058346,15257.964
3162.942548070321,15258.552
3162.9629802343406,15261.17
3162.983412497888,15271.537
3163.0038448609776,15265.733
3163.0242770235927,15250.66
3163.0447092857503,15252.468
3163.065141647443,15252.864
3163.0855738086684,15250.932
3163.1060060694217,15249.697
3163.1264384297174,15252.913
3163.1468705895386,15255.854
3163.167302848902,15248.931
3163.187735207801,15254.251
3163.208167466226,15242.715
3163.2285996241917,15243.157
3163.2490319816934,
3163.2694642382558,15268.005
3163.2898963948246,15246.854
3163.3103287509293,15259.829
3163.3307610065604,15269.914
3163.3511933617337,
3163.371626,15263.049
3163.3920577702083,15255.3955
3163.4124901239848,15263.325
3163.432922277294,15257.086
3163.453354530131,15251.7
3163.473786882045,15249.613
3163.494219033957,
3163.514651285397,15260.309
3163.5350836363796,15270.546
3163.555515786429,15270.366
3163.5759480364723,15247.263
3163.596380286057,15255.303
3163.6168125347103,15253.183
3163.6372447833564,15265.757
3163.657677031544,15263.723
3163.678109279266,15259.371
3163.6985415260497,15273.155
3163.7189737728404,15254.7
3163.7394060191655,15261.723
3163.759838264552,15260.866
3163.7802706099465,15253.71
3163.800702754874,15267.249
3163.8211349988633,15259.555
3163.841567342861,15257.672
3163.861999486391,15254.762
3163.8824317289836,15262.63
3163.902864071584,15257.448
3163.923296213252,15256.994
3163.943728554914,15257.639
3163.9641607961166,15259.063
3163.9845929363873,15261.764
3164.0050252766523,15258.817
3164.025457516458,15251.625
3164.0458897553326,15263.94
3164.066322,15243.558
3164.0867542326087,15250.165
3164.107186470079,15250.921
3164.1276187075564,15252.085
3164.1480509445682,15255.591
3164.1684831806488,15260.512
3164.188915516723,15254.573
3164.209347652337,15247.703
3164.229779887013,
3164.2502122216974,15253.674
3164.270644355449,15264.201
3164.291076589201,15251.223
3164.3115088224804,15263.942
3164.3319410548356,15251.976
3164.3523732871836,15249.013
3164.372805519073,15257.189
3164.393237750497,15250.554
3164.4136699809897,15269.593
3164.434102211475,15248.599
3164.454534441502,15253.495
3164.474967,
3164.495398899686,15268.655
3164.5158311283158,15270.536
3164.5362634564735,15265.675
3164.5566955837057,15263.582
3164.5771278109387,15266.468
3164.5975601376995,15274.527
3164.617992364001,15267.613
3164.6384244893707,15273.741
3164.6588568147345,15269.198
3164.679289039639,15262.931
3164.6997211640773,15263.767
3164.720153488044,15273.467
3164.740585711086,15241.717
3164.7610178341274,15112.948
3164.7814501566972,14934.344
3164.801882378808,14838.369
3164.822314500452,14956.148
3164.842746821625,15142.545
3164.8631790423387,15243.102
3164.883611262587,15268.123
3164.904043481896,15274.076
3164.924475701213,15275.18
3164.944907920064,15272.023
3164.965340138442,15277.012
3164.985772356362,15268.263
3165.006204573816,15278.853
3165.026636790797,15269.818
3165.047069,15276.204
3165.067501223377,15275.739
3165.087933438961,15276.354
3165.1083656545525,15280.3955
3165.1287979692133,15277.636
3165.1492300833997,15270.246
3165.1696622971285,15274.777
3165.1900946103924,15275.105
3165.210526723182,15276.079
3165.2309589355136,15269.397
3165.251391247846,15273.889
3165.2718233592386,15278.817
3165.2922555701734,15279.672
3165.3126878806434,15263.456
3165.3331199911045,15260.808
3165.3535522006423,15267.905
3165.3739845097152,15275.535
3165.3944166183137,15267.184
3165.414849,15274.3
3165.435281134596,15265.29
3165.455713342264,15272.046
3165.476145449007,15263.872
3165.496577755286,15263.882
3165.517009961557,15259.69
3165.537442066903,15270.698
3165.557874372251,15268.754
3165.578306576659,15262.547
3165.598738681074,15266.777
3165.6191709850245,15266.523
3165.639603188036,15265.178
3165.6600352910536,15271.64
3165.6804675931417,15258.493
3165.7008997952216,
3165.721332096844,15289.362
3165.741764197999,15271.982
3165.7621963982165,15270.979
3165.782628698442,15266.308
3165.8030607981927,15274.471
3165.823492997486,15266.484
3165.8439251963136,15268.244
3165.8643573946756,15265.632
3165.884789592099,15267.877
3165.9052217895296,15279.283
3165.9256539864873,15268.124
3165.9460861829866,15268.838
3165.966518479021,15260.733
3165.9869505745883,15264.717
3166.007382770149,15263.602
3166.0278150647864,15273.447
3166.0482471589494,15266.048
3166.0686793526547,15265.563
3166.089111645895,15265.232
3166.109543739134,15267.492
3166.129975931435,15261.752
3166.1504082232786,15261.137
3166.1708403146476,15268.569
3166.1912725060247,
3166.211704796471,15277.9
3166.232136886916,15286.791
3166.252569176424,15269.156
3166.2730013659384,15293.163
3166.293433554514,15274.257
3166.3138657430973,15277.692
3166.334297930749,15270.271
3166.3547301183935,15273.133
3166.3751623055796,15281.095
3166.3955944918343,15282.963
3166.416026678082,15270.721
3166.4364589638717,15280.83
3166.4568910491944,15272.931
3166.477323234045,15281.943
3166.4977555184378,15281.8
3166.5181876023635,15277.134
3166.538619785817,15279.028
3166.559051968812,15271.305
3166.5794841513416,15272.497
3166.599916333398,15265.413
3166.6203485149963,15269.535
3166.640780696129,15278.0205
3166.6612128767883,15306.247
3166.681645057455,15278.08
3166.7020772371907,15275.358
,
,
,
3166.783805951927,15276.72
3166.804238229801,15273.552
3166.8246703072073,15275.223
3166.8451025836766,15285.256
3166.8655347601525,15271.121
3166.8859668356963,15281.965
3166.9063991112344,15274.022
3166.9268312863132,15294.931
3166.9472633609257,15278.278
3166.967695635067,15273.662
3166.988127808283,15274.833
3167.0085598814985,15275.768
3167.0289921542426,15269.508
3167.0494243265275,15271.618
3167.0698563988117,15277.826
3167.0902886701588,15277.673
3167.1107208410467,15268.479
3167.131153011469,15279.789
3167.1515851814183,15266.118
3167.172017351375,15266.195
3167.1924495204003,15269.105
3167.2128816889526,15266.336
3167.2333138575123,15273.433
3167.2537460251406,15266.841
3167.2741781927616,15257.443
3167.2946103599243,15264.21
3167.3150425261556,15271.843
3167.3354746923796,15265.981
3167.3559068581453,15255.27
3167.3763390234453,15257.354
3167.3967711882724,15262.63
3167.4172033521754,15261.579
3167.437635616079,15260.112
3167.4580676795085,15261.367
3167.478499842946,15262.8125
3167.4989321054454,15260.506
3167.519364167485,15264.629
3167.5397963290598,15279.798
3167.5602285901696,15258.377
3167.5806606512706,15269.075
3167.6010928114483,15264.15
3167.6215250716195,15266.669
3167.641957230866,15265.035
3167.6623892901116,
3167.6828215484275,15276.939
3167.7032537067353,15272.679
3167.723685764584,15282.277
3167.7441180214955,15283.85
3167.7645501784136,15281.825
3167.7849822348653,15286.372
3167.805414490853,15271.691
3167.8258466463667,15278.305
3167.8462787014214,15271.972
3167.8667109564703,15280.358
3167.8871431105945,15279.429
3167.907575164252,15276.551
3167.9280074174385,15279.324
3167.9484395706313,15281.702
3167.968871722893,15275
3167.989303875147,15277.465
3168.009736026477,15280.696
3168.030168277808,15269.6455
3168.0506003286646,15284.229
3168.0710324785978,15270.357
3168.091464628531,15277.43
3168.111896777991,15277.145
3168.132328926993,15280.471
3168.152761,
3168.1731932235925,15269.889
3168.1936253711974,15282.348
3168.2140576183374,15276.723
3168.2344896654686,15282.797
3168.2549218116765,15272.652
3168.2753540574195,15279.665
3168.2957861031537,15265.021
3168.3162182479646,15277.4
3168.3366504927762,15266.473
3168.3570825371135,15275.558
3168.3775146805274,15278.067
3168.397946923942,15275.715
3168.4183789668823,15278.958
3168.438811109365,15275.786
3168.4592433513826,15274.978
3168.4796754929266,15288.235
3168.5001075340115,15290.179
3168.520539774632,15278.737
3168.540971914779,15287.805
3168.5614039549328,15289.837
3168.5818361941565,15285.871
3168.602268333372,15285.469
3168.6227005716646,15278.059
3168.6431326099555,15281.501
3168.663564747774,15284.777
3168.6839969846696,15283.106
3168.7044290215636,15281.898
3168.7248611579853,15282.284
3168.7452933939494,15276.897
3168.765725429912,15287.734
3168.7861575649367,15281.368
3168.806589699503,15274.334
3168.827021833604,15287.974
3168.847453967697,15285.279
3168.8678861008666,15251.46
3168.888318234036,15116.397
3168.9087503662668,14901.981
3168.929182498505,14741.879
3168.949614630277,14894.405
3168.970046761111,15108.526
3168.990478991953,15249.102
3169.0109110223275,15290.215
3169.031343,15276.991
3169.051775381675,15279.376
3169.072207411118,15283.474
3169.0926395396236,15277.238
3169.1130717676715,15284.715
3169.133503795718,15285.655
3169.1539359228263,15291.843
3169.174368149943,15275.058
3169.1948001765923,15289.765
3169.2152324023045,15283.067
3169.2356645280233,15290.425
3169.2560965532757,15291.083
3169.2765287780567,15291.193
3169.2969609023785,15287.837
3169.3173930262274,15281.175
3169.337825149618,15284.308
3169.3582572730083,15292.655
3169.3786893954675,15282.86
3169.3991215179194,15287.892
3169.4195536394473,15274.518
3169.439985760968,15284.814
3169.460417982031,15270.51
3169.4808500026265,15285.58
3169.5012821222917,15271.705
3169.5217142419497,15289.543
3169.542146361615,15282.509
3169.562578380348,15275.084
3169.5830105986097,15274.841
3169.6034427164122,15275.762
3169.623874834215,15276.871
3169.6443069510788,15271.333
3169.664739,15273.501
3169.6851711843483,15274.36
3169.7056032998225,15280.833
3169.726035415297,15274.466
3169.7464675303054,15280.289
3169.766899644841,15279.58
3169.7873317589183,15273.51
3169.807763972989,15273.5205
3169.828196086135,15268.8125
3169.8486280988145,15273.554
3169.8690603114883,15278.805
3169.8894924232372,15282.221
3169.9099244349854,15279.481
3169.930356646262,15270.595
3169.950789,15273.798
3169.971220767431,15271.956
3169.991652977311,15269.81
3170.0120850867315,15284.699
3170.0325170956858,15270.689
3170.0529493046342,15257.127
3170.073381412658,15274.919
3170.093813420681,15270.39
3170.1142456277666,
3170.134677734859,15281.601
3170.1551098414857,15295.555
3170.1755419476394,15269.961
3170.195974053335,15269.789
3170.2164061585645,15274.654
3170.2368382633213,15270.15
3170.2572703676196,15272.626
3170.277702471918,15288.056
3170.298134575278,15278.743
3170.318566678645,15277.342
3170.3389987810806,
3170.359430883509,
3170.379862985479,
3170.400295186977,
3170.420727188015,
3170.441159288588,
3170.461591789157,
3170.4820238887987,
3170.502455887974,
3170.5228880871437,
3170.543320185854,
3170.563752184098,
3170.584184381405,
3170.6046164787185,
3170.6250485760247,
3170.645480672407,15265.679
3170.6659127683233,15270.836
3170.686345,15260.47
3170.7067769592177,15265.829
3170.727209054203,15264.94
3170.7476411482494,15272.037
3170.768073342304,15273.054
3170.7885053358914,15271.414
3170.808937429014,15266.254
3170.8293696216642,15266.309
3170.8498016143203,15273.514
3170.8702337060386,15282.392
3170.890665897765,15255.588
3170.9110978885583,15264.868
3170.9315299793525,15257.274
3170.9519621696745,15270.155
3170.9723941595366,15266.523
3170.9928263489273,15270.859
3171.013258337858,15262.967
3171.033690426324,15270.84
3171.0541226143177,15271.659
3171.074554602317,15260.881
3171.094986689386,15264.935
3171.1154188764485,15270.132
3171.135850963052,15263.363
3171.1562829491886,15250.66
3171.176715134854,15253.725
3171.1971472200603,15254.536
3171.217579,15262.937
3171.238011389534,15252.191
3171.2584434733435,15252.721
3171.278875457152,15260.54
3171.2993076400235,15259.18
3171.3197397229014,15262.355
3171.340171705313,15249.305
3171.360603887253,15255.637
3171.381035968734,15260.885
3171.4014679502143,15259.144
3171.4219001307574,15257.962
3171.442332211307,15257.175
3171.4627642909254,15259.086
3171.4831963705365,15251.698
3171.503628449689,15268.924
3171.524060628377,15263.819
3171.544493,15269.247
3171.564924684346,15257.041
3171.5853568621023,
3171.6057889389194,15285.434
3171.626220915743,15253.667
3171.646653091637,15253.038
3171.6670851675226,15255.584
3171.687517142949,15250.724
3171.7079493179117,15249.068
3171.7283812928654,15254.904
3171.748813366896,15247.862
3171.7692455404613,15251.897
3171.7896776140187,15258.217
3171.810109587117,15247.977
3171.8305417592856,15249.032
3171.8509737314453,15250.621
3171.8714058031474,15285.454
3171.891838,15242.367
3171.912269945613,15249.12
3171.932702015918,15259.114
3171.953134186224,15254.234
3171.973566256056,15240.943
3171.9939982249634,15255.95
3172.0144303938723,15256.636
3172.0348624623075,15249.059
3172.055294430749,15244.776
3172.075726598261,
3172.0961586652993,
3172.1165908323455,15247.567
3172.1370227989246,15251.486
3172.1574548650315,15248.742
3172.177887030215,15245.1
3172.198318995863,15254.2
3172.2187510605727,15268.926
3172.239183224825,15266.974
3172.2596151890757,15252.188
3172.2800472523886,15262.385
3172.3004794157096,15271.72
3172.3209113785633,15255.018
3172.341343440945,15253.323
3172.361775602869,15255.737
3172.3822075643257,15253.649
3172.402639625776,15260.142
3172.423071786303,15254.488
3172.443503846822,15243.41
3172.4639358068816,15255.782
3172.4843679664773,15253.503
3172.5048000256065,15253.981
3172.525231984262,15252.315
3172.5456641424607,15250.858
3172.566096100658,15268.041
3172.586528158383,15265.264
3172.6069603151846,15249.16
3172.6273922719847,15259.557
3172.6478244283135,15256.019
3172.668256484183,15254.241
3172.688688440052,15259.667
3172.7091205949837,15258.724
3172.729552649922,15266.545
3172.749984603928,15263.151
3172.7704167579286,15266.795
3172.790849,15254.074
3172.8112808645383,
3172.831712917614,15280.863
3172.8521449697582,15266.943
3172.8725770218953,15261.643
3172.8930090731083,15272.769
3172.9134411243213,15262.831
3172.9338731750613,15258.38
3172.9543053253437,15276.316
3172.9747372756246,15256.134
3172.9951693249677,15185.002
3173.015601474319,15038.224
3173.036033422737,14857.217
3173.056465471149,14855.655
3173.076897619103,15029.49
3173.09733,15197.409
3173.1177616140703,15254.547
3173.1381937606275,15263.686
3173.158625707183,15263.152
3173.179057752801,15267.793
3173.1994898984267,15261.761
3173.2199218435853,15266.741
3173.240353988738,15263.034
3173.2607859329655,15258.8545
3173.2812180767287,15271.505
3173.301650120484,15273.208
3173.3220821637806,15259.258
3173.342514106611,15273.335
3173.362946,15259.153
3173.3833782908696,15269.614
3173.403810232303,15269.195
3173.4242423737305,15278.726
3173.4446744142333,15270.326
3173.4651063547353,15268.592
3173.485538494766,15269.714
3173.5059705343374,15267.27
3173.526402473908,15264.511
3173.5468346125417,15261.447
3173.567266651182,15292.214
3173.587699,15269.326
3173.608130726592,15261.538
3173.6285627638354,15266.922
3173.648994800613,15277.876
3173.669426837383,15300.614
3173.6898588732292,15270.835
3173.7102909090754,15280.821
3173.7307229444486,15266.779
3173.7511549793635,15272.521
3173.771587113806,15266.279
3173.7920191477897,
3173.812451081307,15269.213
3173.8328832148254,15275.379
3173.8533152478703,15274.551
3173.873747180456,15272.624
3173.8941793125705,15273.863
3173.9146113442257,15267.017
3173.9350432754145,15274.726
3173.955475406605,15275.718
3173.9759074373214,15268.655
3173.9963393671133,15275.948
3174.0167714968993,15278.735
3174.037203526692,
3174.0576354555524,15268.156
3174.0780675844144,15268.276
3174.0984995123363,15268.067
3174.118931540266,15278.667
3174.139363667724,15264.1455
3174.159795594722,15275.033
3174.1802276217204,15271.256
3174.2006597477884,15272.3125
3174.2210917738485,15270.144
3174.2415236989837,15282.847
3174.261955824113,15269.89
3174.282387849249,15271
3174.3028199734545,15275.994
3174.3232518971927,15271.311
3174.3436839209244,15286.157
3174.3641160441985,15269.071
3174.384547966998,15273.188
3174.40498,15283.731
3174.425412111217,15279.319
3174.4458440330927,15276.013
3174.4662760540305,15281.95
3174.4867081749762,15284.541
3174.5071400954475,15269.24
3174.527572115461,
3174.5480042354757,15275.907
3174.5684361545573,15277.029
3174.5888681736324,15286.625
3174.6093,15279.7
3174.6297323103936,15275.908
3174.650164228078,15265.013
3174.6705963452987,15276.639
3174.691028362511,15276.439
3174.7114602787988,15274.504
3174.731892395088,15262.545
3174.7523244109034,15296.753
3174.7727563262597,15273.027
3174.7931884416175,15281.71
3174.8136203560425,15269.69
3174.834052370461,15277.168
3174.854484484422,15274.039
3174.8749163979082,15276.002
3174.8953485109378,15278.443
3174.9157805239665,15277.092
3174.936212436056,15285.339
3174.956644548154,15268.812
3174.977076559786,15282.388
3174.997508470944,15285.542
3175.017940582111,15276.145
3175.0383725923457,15279.17
3175.058804602573,15277.277
3175.0792366123424,15270.986
3175.099668621646,15279.005
3175.1201006304764,15282.614
3175.1405327388493,15276.026
3175.1609646472207,15291.289
3175.181397,15277.42
3175.2018287625615,15266.964
3175.222260669536,15283.701
3175.242692676038,15282.041
3175.2631247825484,
3175.283556688126,15276.253
3175.3039886936967,15266.479
3175.324421,15283.505
3175.344852703456,15274.901
3175.3652847080957,15298.945
3175.385716811812,15277.116
3175.406148715527,15265.902
3175.426581,15288.481
3175.4470128215544,15282.185
3175.4674448243313,15272.742
3175.487876826184,15280.259
3175.508308828037,15271.453
3175.5287408294244,15280.36
3175.5491728303386,15274.125
3175.5696048307946,15291.741
3175.5900367312497,15268.27
3175.610468830768,15275.855
3175.6309008302924,15279.449
3175.6513327293505,15284.94
3175.6717648279373,15274.895
3175.6921968265306,15283.589
3175.7126287241917,15276.669
3175.733060821847,15277.703
3175.7534928190435,
3175.7739247157733,15275.702
3175.7943568120318,15280.887
3175.8147888082967,15287.738
3175.8352207040953,15271.738
3175.8556527994224,15285.62
3175.8760847942904,15288.184
3175.8965167886927,15292.319
3175.9169487830877,15276.222
3175.9373807765587,15271.841
3175.9578127700224,15262.374
3175.9782448630285,15273.44
3175.998676756033,
3176.0191088481006,15279.868
3176.0395408401746,15283.784
3176.059972731782,15277.433
3176.0804048229184,15269.631
3176.1008368135954,15285.833
3176.121268703806,15272.683
3176.141700794011,15277.974
3176.1621327837565,15281.998
3176.182564673036,15282.312
3176.2029967618437,15287.058
3176.223428750658,15279.13
3176.2438606385404,
3176.264292726417,15274.841
3176.2847247138343,15271.207
3176.305156601251,15283.869
3176.3255886877305,15269.867
3176.3460206742166,15294.038
3176.366452560236,15290.31
3176.3868846457844,15284.732
3176.4073166308735,15278.526
3176.427748515496,15281.525
3176.448180600113,15281.148
3176.468612584271,15285.529
3176.4890444679622,15290.061
3176.509476551182,15279.04
3176.5299085344086,15286.7705
3176.550340416703,15292.07
3176.5707724989916,15278.781
3176.591204480821,15289.688
3176.6116365626513,15286.575
3176.6320684435414,15294.728
3176.6525004244395,15312.082
3176.6729325048727,15282.065
3176.6933643848315,15288.505
3176.7137963643327,15294.393
3176.7342284438346,
3176.754660322862,15276.823
3176.775092301432,15279.007
3176.795524379537,15276.625
3176.815956357168,15284.343
3176.836388234806,15281.822
3176.8568203119794,15298.578
3176.8772522886793,15284.818
3176.897684,15282.911
3176.9181162406967,15288.3125
3176.9385482164653,15281.5205
3176.9589800917747,15280.276
3176.979412,15295.574
3176.9998441409916,15288.738
3177.0202760153697,15286.063
3177.0407080892837,15288.121
3177.0611399627232,15299.57
3177.081571935705,15286.958
3177.102004008222,15294.299
3177.1224358807303,
3177.142867952316,
3177.163299923901,
3177.1837318954786,
3177.204163866132,
3177.2245958367857,
3177.2450278069664,15277.773
3177.2654597766887,15297.548
3177.285891745938,15287.401
3177.3063237151946,15291.145
3177.3267557835206,15288.814
3177.347187651845,15296.861
3177.3676196196975,15298.629
3177.388051687558,15291.32
3177.408483554944,15291.685
3177.4289155214065,15288.23
3177.449348,15298.75
3177.4697794543317,15294.178
3177.4902114198558,15296.333
3177.510643485388,15292.32
3177.5310753504455,15293.39
3177.5515073150455,15288.535
3177.5719393791805,15299.189
3177.592371243314,15309.811
3177.6128032069755,15292.922
3177.6332352701793,15307.39
3177.6536672329094,15302.29
3177.674099095646,15299.291
3177.6945311579184,15296.102
3177.714963119717,
3177.7353950810575,15292.712
3177.755827041932,15358.337
3177.7762590027996,15288.064
3177.7966909632087,15323.13
3177.817122923152,15304.3545
3177.837554782629,15301.3955
3177.857987,15291.495
3177.8784188011123,15303.621
3177.8988506596506,15295.391
3177.919282717732,15294.53
3177.939714675347,15304.008
3177.9601465329615,
3177.9805785901044,15305.154
3178.001010546788,15297.17
3178.0214425034646,15295.937
3178.041874459217,15296.503
3178.0623064149695,15297.431
3178.082738370249,15289.368
3178.10317,15287.037
3178.123602279891,15282.331
3178.1440342342394,15295.254
3178.164466,15286.822
3178.1848981415533,15288.042
3178.20533,15284.847
3178.2257621474637,15299.6455
3178.2461939999557,15299.655
3178.266626052442,15292.456
3178.2870580040035,15304.429
3178.307489855564,15292.606
3178.3279219066535,15291.562
3178.3483538572837,15301.548
3178.3687857074474,15297.56
3178.3892177576054,15302.909
3178.409649707304,15295.281
3178.4300815565366,15307.751
3178.4505136052976,
3178.470945554065,15306.093
3178.4913775019013,15291.638
3178.511809450196,15292.353
3178.5322413975664,15287.733
3178.5526732444705,15294.538
3178.573105291369,15283.962
3178.593537237808,15296.596
3178.6139690842465,15291.41
3178.634401129748,15288.211
3178.6548330752557,15288.865
3178.675264920297,15293.5625
3178.6956969648672,15287.463
3178.716128908978,15291.003
3178.7365607530883,15293.394
3178.756992796727,15284.498
3178.7774247399066,15290.101
3178.7978565830854,15283.2
3178.818288625793,15293.492
3178.838720568041,15288.231
3178.859152609817,15290.401
3178.8795844511333,15290.762
3178.900016,15289.053
3178.920448433302,15367.262
3178.94088,
3178.9613122135997,15286.059
3178.981744253513,15282.993
3179.0021761929675,15293.099
3179.0226080319553,15284.486
3179.0430400709447,15286.372
3179.0634720089947,15275.828
3179.0839038470513,15284.53
3179.104335885102,15289.389
3179.124767822228,15279.8545
3179.1451996593532,15276.797
3179.1656316960143,15284.962
3179.1860636322017,15282.876
3179.206495,15280.881
3179.2269275036524,15278.92
3179.2473594389157,15289.543
3179.2677912737126,15278.214
3179.288223308511,15271.918
3179.3086551423694,15283.036
3179.3290871762365,15278.156
3179.3495191100956,15280.498
3179.369951,15279.461
3179.3903829759656,15282.959
3179.4108149084277,15278.006
3179.4312468404314,15275.691
3179.4516787719695,15277.872
3179.472111,15276.06
3179.4925426345726,15281.785
3179.512974565645,15269.067
3179.5334064957788,15266.298
3179.553838,15281.616
3179.574270455596,15284.2
3179.5947022847977,15281.62
3179.6151342140074,15281.955
3179.6355662427522,15282.861
3179.6559980710226,
3179.6764299988354,
3179.696862026649,15272.332
3179.717293853988,15272.525
3179.7377257808694,15270.965
3179.758157807286,15280.99
3179.7785896336936,15274.58
3179.7990215596437,15265.346
