TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
3158.6517612303505,0.0054258103,149250,13118.914,3.964145,1864.4376,0.6835664,15282.092,4.782695,0,,,,,967.745947974953,0.00048101912,785.3341910771773,0.00038418215,-0.27537507,-0.054049414
3158.672193596809,0.005424577,149251,13108.0625,3.9642854,1864.6443,0.6848246,15277.901,4.7833905,0,,,,,967.728641246489,0.00048201848,785.3330065953767,0.00038413363,-0.29380956,-0.055989753
3158.692626062344,0.0054233423,149252,13096.511,3.9593215,1864.7065,0.6858783,15279.963,4.776903,0,,,,,967.7056812071819,0.00048380884,785.3302339247291,0.00038447574,-0.31448534,-0.0586125
3158.7130583278777,0.005422108,149253,13095.092,3.958819,1864.6143,0.68421036,15284.139,4.7768183,0,,,,,967.6916389993974,0.00048461184,785.3297824383624,0.00038431378,-0.32925346,-0.05920493
3158.733490692939,0.005420873,149254,13085.76,3.9615374,1863.544,0.68571275,15283.948,4.7792253,0,,,,,967.6728355252678,0.00048592806,785.3284973069774,0.0003842023,-0.34823546,-0.06104698
3158.753923157077,0.005419637,149255,13070.305,3.9602306,1864.273,0.6851041,15279.805,4.7771645,0,,,,,967.652748006321,0.00048729547,785.3249560614256,0.00038432787,-0.36604595,-0.06355391
3158.774355421214,0.005418401,149256,13047.327,3.9583933,1865.1135,0.6838325,15267.303,4.7741065,0,,,,,967.6335050993644,0.0004896894,785.3249788203129,0.00038494257,-0.38452476,-0.06545854
3158.7947877844126,0.0054171644,149257,13046.359,3.9570076,1866.3741,0.6854174,15282.448,4.7716503,0,,,,,967.6115783139297,0.0004908836,785.323664523874,0.0003846376,-0.40410334,-0.06589085
3158.815220247154,0.005415927,149258,13022.013,3.9528234,1867.2952,0.68163854,15273.088,4.76464,0,,,,,967.5920628839064,0.0004929601,785.3210643818652,0.0003849998,-0.42250857,-0.069503866
3158.8356526094285,0.0054146894,149259,13104.075,3.959793,1864.8561,0.68542254,,,1048576,,,,,967.7075398405375,0.00048343555,785.3329842207224,0.00038418444,-0.31249636,-0.056412585
